"","Rep","Line","BL","Chamber","Stress","Plant","Spike","SpikeLength"
"543",1,"Berkut","H",12,"N",2,4,8.3
"544",1,"MTH","H",12,"N",2,4,NA
"545",1,"Berkut","S",12,"N",2,4,8.2
"546",1,"Vida","S",12,"N",2,4,9.9
"547",1,"Hiline","C",14,"N",2,4,7.6
"548",1,"Vida","D",14,"N",2,4,5.6
"549",1,"Berkut","F",14,"N",2,4,9
"550",1,"MTH","F",14,"N",2,4,8.4
"551",1,"Hiline","H",14,"N",2,4,6.7
"552",1,"Vida","H",14,"N",2,4,5.9
"553",1,"Hiline","S",14,"N",2,4,5.9
"554",1,"Hiline","C",12,"Y",2,4,8.2
"555",1,"MTH","D",12,"Y",2,4,NA
"556",1,"Vida","D",12,"Y",2,4,4.5
"557",1,"Berkut","F",12,"Y",2,4,4
"558",1,"MTH","F",12,"Y",2,4,NA
"559",1,"Hiline","H",12,"Y",2,4,8
"560",1,"Vida","H",12,"Y",2,4,4.7
"561",1,"MTH","C",14,"Y",2,4,5.1
"562",1,"Vida","C",14,"Y",2,4,7
"563",1,"Berkut","D",14,"Y",2,4,NA
"564",1,"Hiline","D",14,"Y",2,4,5.7
"565",1,"Hiline","F",14,"Y",2,4,4.5
"566",1,"Vida","F",14,"Y",2,4,7.3
"567",1,"MTH","H",14,"Y",2,4,8.5
"568",1,"Berkut","S",14,"Y",2,4,9
"569",1,"Vida","S",14,"Y",2,4,NA
"570",1,"MTH","C",12,"N",3,4,6.5
"571",1,"Vida","C",12,"N",3,4,NA
"572",1,"Berkut","D",12,"N",3,4,10
"573",1,"Hiline","F",12,"N",3,4,8.8
"574",1,"Vida","F",12,"N",3,4,NA
"575",1,"MTH","H",12,"N",3,4,6.1
"576",1,"MTH","S",12,"N",3,4,NA
"577",1,"Hiline","C",14,"N",3,4,NA
"578",1,"MTH","D",14,"N",3,4,NA
"579",1,"Vida","D",14,"N",3,4,NA
"580",1,"MTH","F",14,"N",3,4,8.3
"581",1,"Hiline","H",14,"N",3,4,7.5
"582",1,"Vida","H",14,"N",3,4,7.2
"583",1,"Hiline","S",14,"N",3,4,6.5
"584",1,"Hiline","C",12,"Y",3,4,5
"585",1,"MTH","D",12,"Y",3,4,2.7
"586",1,"Vida","D",12,"Y",3,4,NA
"587",1,"Berkut","F",12,"Y",3,4,NA
"588",1,"MTH","F",12,"Y",3,4,3.5
"589",1,"Vida","H",12,"Y",3,4,5.9
"590",1,"MTH","C",14,"Y",3,4,6
"591",1,"Vida","C",14,"Y",3,4,NA
"592",1,"Hiline","D",14,"Y",3,4,NA
"593",1,"Hiline","F",14,"Y",3,4,3.2
"594",1,"Vida","F",14,"Y",3,4,3.9
"595",1,"Berkut","H",14,"Y",3,4,9.5
"596",1,"Berkut","S",14,"Y",3,4,NA
"597",1,"MTH","S",14,"Y",3,4,2.6
"598",1,"Vida","S",14,"Y",3,4,NA
"599",1,"MTH","C",12,"N",4,4,6.4
"600",1,"Vida","C",12,"N",4,4,7.6
"601",1,"Berkut","D",12,"N",4,4,7.4
"602",1,"Hiline","D",12,"N",4,4,9.3
"603",1,"Vida","F",12,"N",4,4,8.3
"604",1,"Berkut","H",12,"N",4,4,NA
"605",1,"MTH","H",12,"N",4,4,6
"606",1,"Berkut","S",12,"N",4,4,9
"607",1,"MTH","S",12,"N",4,4,8.9
"608",1,"Berkut","C",14,"N",4,4,9.5
"609",1,"Hiline","C",14,"N",4,4,NA
"610",1,"Vida","D",14,"N",4,4,NA
"611",1,"MTH","F",14,"N",4,4,7.8
"612",1,"Hiline","H",14,"N",4,4,4.6
"613",1,"Vida","H",14,"N",4,4,6.6
"614",1,"Hiline","C",12,"Y",4,4,3
"615",1,"MTH","D",12,"Y",4,4,3.3
"616",1,"Vida","D",12,"Y",4,4,7.4
"617",1,"Berkut","F",12,"Y",4,4,NA
"618",1,"MTH","F",12,"Y",4,4,NA
"619",1,"Hiline","H",12,"Y",4,4,5.3
"620",1,"Hiline","S",12,"Y",4,4,3.3
"621",1,"MTH","C",14,"Y",4,4,8.1
"622",1,"Hiline","D",14,"Y",4,4,3.2
"623",1,"Hiline","F",14,"Y",4,4,4.1
"624",1,"Vida","F",14,"Y",4,4,5.8
"625",1,"Berkut","H",14,"Y",4,4,7.5
"626",1,"MTH","H",14,"Y",4,4,6
"627",1,"Berkut","S",14,"Y",4,4,NA
"628",1,"MTH","S",14,"Y",4,4,8.2
"629",1,"Vida","S",14,"Y",4,4,9.4
"630",1,"MTH","C",12,"N",5,4,5.2
"631",1,"Vida","C",12,"N",5,4,NA
"632",1,"Berkut","D",12,"N",5,4,8
"633",1,"Hiline","D",12,"N",5,4,9.6
"634",1,"Hiline","F",12,"N",5,4,8.6
"635",1,"Vida","F",12,"N",5,4,7.8
"636",1,"Berkut","H",12,"N",5,4,7.8
"637",1,"MTH","H",12,"N",5,4,5.9
"638",1,"Berkut","S",12,"N",5,4,8.9
"639",1,"Vida","S",12,"N",5,4,9.6
"640",1,"MTH","D",14,"N",5,4,9
"641",1,"Berkut","F",14,"N",5,4,9.5
"642",1,"MTH","F",14,"N",5,4,8.3
"643",1,"Hiline","H",14,"N",5,4,5.8
"644",1,"Vida","H",14,"N",5,4,7.3
"645",1,"Hiline","S",14,"N",5,4,7.1
"646",1,"Hiline","C",12,"Y",5,4,10
"647",1,"MTH","D",12,"Y",5,4,7.2
"648",1,"Berkut","F",12,"Y",5,4,NA
"649",1,"MTH","F",12,"Y",5,4,NA
"650",1,"Hiline","H",12,"Y",5,4,NA
"651",1,"Vida","H",12,"Y",5,4,5.5
"652",1,"Hiline","S",12,"Y",5,4,NA
"653",1,"MTH","C",14,"Y",5,4,NA
"654",1,"Vida","C",14,"Y",5,4,NA
"655",1,"Hiline","D",14,"Y",5,4,NA
"656",1,"Hiline","F",14,"Y",5,4,5.8
"657",1,"Vida","F",14,"Y",5,4,8
"658",1,"Berkut","S",14,"Y",5,4,NA
"659",1,"Hiline","F",12,"N",1,5,9
"660",1,"Vida","F",12,"N",1,5,NA
"661",1,"MTH","H",12,"N",1,5,6.5
"662",1,"Berkut","S",12,"N",1,5,8.7
"663",1,"MTH","S",12,"N",1,5,NA
"664",1,"Vida","S",12,"N",1,5,6.8
"665",1,"Hiline","C",14,"N",1,5,NA
"666",1,"Vida","D",14,"N",1,5,6.2
"667",1,"Berkut","F",14,"N",1,5,9.3
"668",1,"Hiline","H",14,"N",1,5,NA
"669",1,"Vida","H",14,"N",1,5,6.3
"670",1,"Hiline","C",12,"Y",1,5,NA
"671",1,"Vida","D",12,"Y",1,5,NA
"672",1,"MTH","F",12,"Y",1,5,NA
"673",1,"Hiline","H",12,"Y",1,5,9
"674",1,"Vida","H",12,"Y",1,5,NA
"675",1,"MTH","C",14,"Y",1,5,NA
"676",1,"Vida","C",14,"Y",1,5,9
"677",1,"Hiline","D",14,"Y",1,5,NA
"678",1,"Hiline","F",14,"Y",1,5,NA
"679",1,"Vida","F",14,"Y",1,5,3.6
"680",1,"MTH","H",14,"Y",1,5,NA
"681",1,"Berkut","S",14,"Y",1,5,NA
"682",1,"MTH","S",14,"Y",1,5,5.2
"683",1,"Vida","S",14,"Y",1,5,NA
"684",1,"MTH","C",12,"N",2,5,6.9
"685",1,"Vida","C",12,"N",2,5,NA
"686",1,"Hiline","F",12,"N",2,5,9
"687",1,"MTH","H",12,"N",2,5,6.2
"688",1,"Berkut","S",12,"N",2,5,8.4
"689",1,"Vida","S",12,"N",2,5,NA
"690",1,"Hiline","C",14,"N",2,5,NA
"691",1,"Vida","D",14,"N",2,5,7.1
"692",1,"MTH","F",14,"N",2,5,8.3
"693",1,"Hiline","H",14,"N",2,5,6
"694",1,"Vida","H",14,"N",2,5,7.5
"695",1,"Hiline","S",14,"N",2,5,5.8
"696",1,"Hiline","C",12,"Y",2,5,NA
"697",1,"MTH","D",12,"Y",2,5,3.5
"698",1,"Vida","D",12,"Y",2,5,5.2
"699",1,"Berkut","F",12,"Y",2,5,3.5
"700",1,"MTH","F",12,"Y",2,5,7
"701",1,"Hiline","H",12,"Y",2,5,4.6
"702",1,"Vida","H",12,"Y",2,5,5.4
"703",1,"MTH","C",14,"Y",2,5,8.3
"704",1,"Vida","C",14,"Y",2,5,NA
"705",1,"Berkut","D",14,"Y",2,5,NA
"706",1,"Hiline","D",14,"Y",2,5,7
"707",1,"Hiline","F",14,"Y",2,5,3.1
"708",1,"Vida","F",14,"Y",2,5,NA
"709",1,"MTH","H",14,"Y",2,5,NA
"710",1,"MTH","C",12,"N",3,5,NA
"711",1,"Vida","C",12,"N",3,5,NA
"712",1,"Berkut","D",12,"N",3,5,9.5
"713",1,"Hiline","F",12,"N",3,5,9
"714",1,"Vida","F",12,"N",3,5,6.4
"715",1,"MTH","H",12,"N",3,5,6.2
"716",1,"MTH","S",12,"N",3,5,9
"717",1,"MTH","D",14,"N",3,5,9
"718",1,"Vida","D",14,"N",3,5,7.2
"719",1,"Hiline","H",14,"N",3,5,NA
"720",1,"Vida","H",14,"N",3,5,6.2
"721",1,"Hiline","S",14,"N",3,5,6.8
"722",1,"Hiline","C",12,"Y",3,5,3.5
"723",1,"MTH","D",12,"Y",3,5,6.3
"724",1,"Vida","D",12,"Y",3,5,4.6
"725",1,"Berkut","F",12,"Y",3,5,NA
"726",1,"MTH","F",12,"Y",3,5,8
"727",1,"Vida","H",12,"Y",3,5,4.7
"728",1,"MTH","C",14,"Y",3,5,NA
"729",1,"Vida","C",14,"Y",3,5,7.5
"730",1,"Hiline","D",14,"Y",3,5,NA
"731",1,"Hiline","F",14,"Y",3,5,5.3
"732",1,"Vida","F",14,"Y",3,5,6.1
"733",1,"Berkut","S",14,"Y",3,5,NA
"734",1,"MTH","S",14,"Y",3,5,2.9
"735",1,"Vida","S",14,"Y",3,5,NA
"736",1,"MTH","C",12,"N",4,5,6
"737",1,"Vida","C",12,"N",4,5,9
"738",1,"Berkut","D",12,"N",4,5,7.5
"739",1,"Hiline","D",12,"N",4,5,8.8
"740",1,"Vida","F",12,"N",4,5,5.5
"741",1,"Berkut","H",12,"N",4,5,8.5
"742",1,"MTH","H",12,"N",4,5,6
"743",1,"MTH","S",12,"N",4,5,10
"744",1,"Berkut","C",14,"N",4,5,9.8
"745",1,"Hiline","C",14,"N",4,5,NA
"746",1,"Vida","D",14,"N",4,5,NA
"747",1,"MTH","F",14,"N",4,5,7.2
"748",1,"Hiline","H",14,"N",4,5,5.2
"749",1,"Vida","H",14,"N",4,5,5.9
"750",1,"Hiline","C",12,"Y",4,5,NA
"751",1,"MTH","D",12,"Y",4,5,3.2
"752",1,"Vida","D",12,"Y",4,5,NA
"753",1,"Berkut","F",12,"Y",4,5,NA
"754",1,"MTH","F",12,"Y",4,5,NA
"755",1,"Hiline","H",12,"Y",4,5,NA
"756",1,"Hiline","S",12,"Y",4,5,NA
"757",1,"Hiline","D",14,"Y",4,5,NA
"758",1,"Hiline","F",14,"Y",4,5,2.1
"759",1,"Vida","F",14,"Y",4,5,4.2
"760",1,"MTH","S",14,"Y",4,5,7.6
"761",1,"Vida","S",14,"Y",4,5,8.2
"762",1,"MTH","C",12,"N",5,5,6.2
"763",1,"Vida","C",12,"N",5,5,NA
"764",1,"Hiline","D",12,"N",5,5,10.1
"765",1,"Hiline","F",12,"N",5,5,9
"766",1,"Vida","F",12,"N",5,5,8
"767",1,"Berkut","H",12,"N",5,5,6.5
"768",1,"MTH","H",12,"N",5,5,5.3
"769",1,"Berkut","S",12,"N",5,5,8.9
"770",1,"Vida","S",12,"N",5,5,7.3
"771",1,"MTH","D",14,"N",5,5,8.3
"772",1,"MTH","F",14,"N",5,5,8.4
"773",1,"Hiline","C",12,"Y",5,5,NA
"774",1,"MTH","D",12,"Y",5,5,NA
"775",1,"Berkut","F",12,"Y",5,5,NA
"776",1,"MTH","F",12,"Y",5,5,NA
"777",1,"Hiline","H",12,"Y",5,5,NA
"778",1,"Vida","H",12,"Y",5,5,NA
"779",1,"Hiline","S",12,"Y",5,5,6.5
"780",1,"MTH","C",14,"Y",5,5,3.9
"781",1,"Vida","C",14,"Y",5,5,NA
"782",1,"Hiline","D",14,"Y",5,5,6.4
"783",1,"Hiline","F",14,"Y",5,5,4.5
"784",1,"Vida","F",14,"Y",5,5,NA
"785",1,"Vida","F",12,"N",1,6,7.5
"786",1,"MTH","H",12,"N",1,6,5.7
"787",1,"Berkut","S",12,"N",1,6,NA
"788",1,"MTH","S",12,"N",1,6,NA
"789",1,"Hiline","C",14,"N",1,6,NA
"790",1,"Vida","D",14,"N",1,6,7.5
"791",1,"Berkut","F",14,"N",1,6,10.1
"792",1,"Hiline","H",14,"N",1,6,NA
"793",1,"Vida","H",14,"N",1,6,7.8
"794",1,"Hiline","C",12,"Y",1,6,5.2
"795",1,"Vida","D",12,"Y",1,6,NA
"796",1,"MTH","F",12,"Y",1,6,3
"797",1,"Hiline","H",12,"Y",1,6,6
"798",1,"Vida","H",12,"Y",1,6,NA
"799",1,"MTH","C",14,"Y",1,6,6.5
"800",1,"Vida","C",14,"Y",1,6,NA
"801",1,"Hiline","F",14,"Y",1,6,NA
"802",1,"Vida","F",14,"Y",1,6,NA
"803",1,"MTH","H",14,"Y",1,6,NA
"804",1,"Berkut","S",14,"Y",1,6,NA
"805",1,"MTH","S",14,"Y",1,6,NA
"806",1,"Vida","S",14,"Y",1,6,NA
"807",1,"Vida","C",12,"N",2,6,NA
"808",1,"Hiline","F",12,"N",2,6,NA
"809",1,"Berkut","S",12,"N",2,6,NA
"810",1,"Vida","S",12,"N",2,6,9
"811",1,"Hiline","C",14,"N",2,6,NA
"812",1,"Vida","D",14,"N",2,6,7.8
"813",1,"MTH","F",14,"N",2,6,8.8
"814",1,"Hiline","H",14,"N",2,6,8.3
"815",1,"Hiline","S",14,"N",2,6,5.9
"816",1,"Hiline","C",12,"Y",2,6,NA
"817",1,"MTH","D",12,"Y",2,6,2.9
"818",1,"Vida","D",12,"Y",2,6,4.7
"819",1,"Berkut","F",12,"Y",2,6,5
"820",1,"MTH","F",12,"Y",2,6,NA
"821",1,"Hiline","H",12,"Y",2,6,6.1
"822",1,"Vida","H",12,"Y",2,6,2.9
"823",1,"MTH","C",14,"Y",2,6,5.9
"824",1,"Vida","C",14,"Y",2,6,NA
"825",1,"Hiline","D",14,"Y",2,6,NA
"826",1,"Hiline","F",14,"Y",2,6,3.4
"827",1,"Vida","F",14,"Y",2,6,NA
"828",1,"MTH","H",14,"Y",2,6,NA
"829",1,"MTH","C",12,"N",3,6,6.8
"830",1,"Vida","C",12,"N",3,6,NA
"831",1,"Berkut","D",12,"N",3,6,8.8
"832",1,"Hiline","F",12,"N",3,6,8.2
"833",1,"Vida","F",12,"N",3,6,8.1
"834",1,"MTH","S",12,"N",3,6,9.8
"835",1,"MTH","D",14,"N",3,6,NA
"836",1,"Vida","D",14,"N",3,6,NA
"837",1,"Hiline","H",14,"N",3,6,NA
"838",1,"Vida","H",14,"N",3,6,6.5
"839",1,"Hiline","S",14,"N",3,6,6
"840",1,"Hiline","C",12,"Y",3,6,5
"841",1,"Vida","D",12,"Y",3,6,NA
"842",1,"Berkut","F",12,"Y",3,6,3.7
"843",1,"MTH","F",12,"Y",3,6,NA
"844",1,"Vida","H",12,"Y",3,6,7.8
"845",1,"MTH","C",14,"Y",3,6,6.5
"846",1,"Vida","C",14,"Y",3,6,NA
"847",1,"Hiline","D",14,"Y",3,6,3.3
"848",1,"Hiline","F",14,"Y",3,6,4
"849",1,"Vida","F",14,"Y",3,6,4.1
"850",1,"Berkut","S",14,"Y",3,6,NA
"851",1,"MTH","S",14,"Y",3,6,7.9
"852",1,"MTH","C",12,"N",4,6,7.1
"853",1,"Vida","C",12,"N",4,6,7.2
"854",1,"Vida","F",12,"N",4,6,6
"855",1,"Berkut","H",12,"N",4,6,9.2
"856",1,"MTH","H",12,"N",4,6,6.2
"857",1,"MTH","S",12,"N",4,6,8.2
"858",1,"Berkut","C",14,"N",4,6,8.1
"859",1,"Hiline","C",14,"N",4,6,NA
"860",1,"Vida","D",14,"N",4,6,8
"861",1,"MTH","F",14,"N",4,6,8.4
"862",1,"Hiline","H",14,"N",4,6,6.3
"863",1,"Vida","H",14,"N",4,6,7.7
"864",1,"Hiline","C",12,"Y",4,6,7.5
"865",1,"MTH","D",12,"Y",4,6,6.7
"866",1,"Vida","D",12,"Y",4,6,6
"867",1,"Berkut","F",12,"Y",4,6,NA
"868",1,"Hiline","H",12,"Y",4,6,6
"869",1,"Hiline","S",12,"Y",4,6,4.2
"870",1,"Hiline","D",14,"Y",4,6,NA
"871",1,"Hiline","F",14,"Y",4,6,4.4
"872",1,"Vida","F",14,"Y",4,6,8.4
"873",1,"MTH","S",14,"Y",4,6,NA
"874",1,"Vida","S",14,"Y",4,6,5.5
"875",1,"Vida","C",12,"N",5,6,NA
"876",1,"Hiline","D",12,"N",5,6,9.4
"877",1,"Hiline","F",12,"N",5,6,8.4
"878",1,"Vida","F",12,"N",5,6,NA
"879",1,"Berkut","H",12,"N",5,6,6.5
"880",1,"MTH","H",12,"N",5,6,6.3
"881",1,"Berkut","S",12,"N",5,6,9.6
"882",1,"Vida","S",12,"N",5,6,7.6
"883",1,"MTH","D",14,"N",5,6,8.9
"884",1,"MTH","F",14,"N",5,6,8.3
"885",1,"Hiline","C",12,"Y",5,6,5.5
"886",1,"MTH","D",12,"Y",5,6,NA
"887",1,"MTH","F",12,"Y",5,6,3
"888",1,"Hiline","H",12,"Y",5,6,7.5
"889",1,"Vida","H",12,"Y",5,6,7
"890",1,"Hiline","S",12,"Y",5,6,NA
"891",1,"MTH","C",14,"Y",5,6,7.2
"892",1,"Hiline","D",14,"Y",5,6,3.7
"893",1,"Hiline","F",14,"Y",5,6,3.9
"894",1,"Vida","F",14,"Y",5,6,5.5
"895",1,"Vida","F",12,"N",1,7,NA
"896",1,"MTH","H",12,"N",1,7,6.8
"897",1,"MTH","S",12,"N",1,7,8.9
"898",1,"Vida","D",14,"N",1,7,7.4
"899",1,"Hiline","C",12,"Y",1,7,5
"900",1,"Vida","D",12,"Y",1,7,NA
"901",1,"MTH","F",12,"Y",1,7,NA
"902",1,"Hiline","H",12,"Y",1,7,4.8
"903",1,"Vida","C",14,"Y",1,7,NA
"904",1,"Hiline","F",14,"Y",1,7,NA
"905",1,"MTH","H",14,"Y",1,7,NA
"906",1,"Berkut","S",14,"Y",1,7,NA
"907",1,"MTH","S",14,"Y",1,7,4.5
"908",1,"Vida","S",14,"Y",1,7,NA
"909",1,"Vida","C",12,"N",2,7,NA
"910",1,"Hiline","F",12,"N",2,7,8.4
"911",1,"Berkut","S",12,"N",2,7,NA
"912",1,"Vida","S",12,"N",2,7,8.4
"913",1,"Vida","D",14,"N",2,7,6.4
"914",1,"Hiline","H",14,"N",2,7,6.9
"915",1,"Hiline","S",14,"N",2,7,5.9
"916",1,"Hiline","C",12,"Y",2,7,NA
"917",1,"MTH","D",12,"Y",2,7,4.4
"918",1,"Vida","D",12,"Y",2,7,3.4
"919",1,"Berkut","F",12,"Y",2,7,NA
"920",1,"MTH","F",12,"Y",2,7,NA
"921",1,"Vida","H",12,"Y",2,7,4.4
"922",1,"Vida","C",14,"Y",2,7,NA
"923",1,"Hiline","D",14,"Y",2,7,2.9
"924",1,"Hiline","F",14,"Y",2,7,3.3
"925",1,"MTH","H",14,"Y",2,7,NA
"926",1,"MTH","C",12,"N",3,7,NA
"927",1,"Vida","C",12,"N",3,7,NA
"928",1,"Berkut","D",12,"N",3,7,7.5
"929",1,"MTH","S",12,"N",3,7,8.8
"930",1,"Vida","D",14,"N",3,7,7.6
"931",1,"Vida","H",14,"N",3,7,8.2
"932",1,"Hiline","S",14,"N",3,7,6.4
"933",1,"Hiline","C",12,"Y",3,7,9
"934",1,"Vida","D",12,"Y",3,7,7.1
"935",1,"Berkut","F",12,"Y",3,7,NA
"936",1,"MTH","F",12,"Y",3,7,NA
"937",1,"Vida","H",12,"Y",3,7,1.1
"938",1,"MTH","C",14,"Y",3,7,4.2
"939",1,"Vida","C",14,"Y",3,7,9
"940",1,"Hiline","D",14,"Y",3,7,NA
"941",1,"Hiline","F",14,"Y",3,7,3.2
"942",1,"Vida","F",14,"Y",3,7,8.7
"943",1,"Berkut","S",14,"Y",3,7,NA
"944",1,"MTH","S",14,"Y",3,7,3.5
"945",1,"Vida","C",12,"N",4,7,8.2
"946",1,"Vida","F",12,"N",4,7,9.7
"947",1,"Berkut","H",12,"N",4,7,NA
"948",1,"MTH","H",12,"N",4,7,6
"949",1,"MTH","S",12,"N",4,7,8.7
"950",1,"Berkut","C",14,"N",4,7,10.5
"951",1,"Hiline","C",14,"N",4,7,NA
"952",1,"Vida","D",14,"N",4,7,NA
"953",1,"Hiline","H",14,"N",4,7,6.4
"954",1,"Vida","H",14,"N",4,7,6.5
"955",1,"Hiline","C",12,"Y",4,7,3
"956",1,"MTH","D",12,"Y",4,7,3.5
"957",1,"Vida","D",12,"Y",4,7,3.5
"958",1,"Berkut","F",12,"Y",4,7,NA
"959",1,"Hiline","H",12,"Y",4,7,3.5
"960",1,"Hiline","S",12,"Y",4,7,7.5
"961",1,"Hiline","D",14,"Y",4,7,NA
"962",1,"Hiline","F",14,"Y",4,7,4.1
"963",1,"Vida","F",14,"Y",4,7,NA
"964",1,"MTH","S",14,"Y",4,7,6.6
"965",1,"Vida","S",14,"Y",4,7,7.2
"966",1,"Vida","C",12,"N",5,7,NA
"967",1,"Hiline","D",12,"N",5,7,9.9
"968",1,"Vida","F",12,"N",5,7,8.2
"969",1,"Berkut","H",12,"N",5,7,6
"970",1,"Berkut","S",12,"N",5,7,8.6
"971",1,"Vida","S",12,"N",5,7,8.4
"972",1,"Hiline","C",12,"Y",5,7,4.5
"973",1,"MTH","F",12,"Y",5,7,3.3
"974",1,"Vida","H",12,"Y",5,7,5.5
"975",1,"Hiline","S",12,"Y",5,7,6.6
"976",1,"Hiline","D",14,"Y",5,7,4.1
"977",1,"Hiline","F",14,"Y",5,7,3.2
"978",1,"Vida","F",14,"Y",5,7,4.4
"979",1,"Vida","F",12,"N",1,8,8
"980",1,"MTH","H",12,"N",1,8,6.2
"981",1,"Vida","D",14,"N",1,8,8.2
"982",1,"Hiline","C",12,"Y",1,8,5
"983",1,"Vida","D",12,"Y",1,8,NA
"984",1,"MTH","F",12,"Y",1,8,NA
"985",1,"Hiline","H",12,"Y",1,8,NA
"986",1,"Vida","C",14,"Y",1,8,NA
"987",1,"Hiline","F",14,"Y",1,8,NA
"988",1,"Berkut","S",14,"Y",1,8,6.5
"989",1,"MTH","S",14,"Y",1,8,4
"990",1,"Vida","C",12,"N",2,8,NA
"991",1,"Berkut","S",12,"N",2,8,NA
"992",1,"Vida","S",12,"N",2,8,8.3
"993",1,"Vida","D",14,"N",2,8,8.8
"994",1,"Hiline","H",14,"N",2,8,NA
"995",1,"Hiline","C",12,"Y",2,8,NA
"996",1,"Berkut","F",12,"Y",2,8,NA
"997",1,"Vida","H",12,"Y",2,8,7.7
"998",1,"Vida","C",14,"Y",2,8,NA
"999",1,"Hiline","F",14,"Y",2,8,3.7
"1000",1,"MTH","H",14,"Y",2,8,NA
"1001",1,"Vida","C",12,"N",3,8,7.2
"1002",1,"Berkut","D",12,"N",3,8,9.6
"1003",1,"MTH","S",12,"N",3,8,9.4
"1004",1,"Vida","D",14,"N",3,8,5.7
"1005",1,"Vida","H",14,"N",3,8,8.1
"1006",1,"Hiline","S",14,"N",3,8,6.8
"1007",1,"Vida","D",12,"Y",3,8,4.5
"1008",1,"Berkut","F",12,"Y",3,8,NA
"1009",1,"MTH","F",12,"Y",3,8,4.2
"1010",1,"Vida","H",12,"Y",3,8,5.4
"1011",1,"MTH","C",14,"Y",3,8,NA
"1012",1,"Vida","C",14,"Y",3,8,NA
"1013",1,"Hiline","D",14,"Y",3,8,4.2
"1014",1,"Hiline","F",14,"Y",3,8,3.6
"1015",1,"Vida","F",14,"Y",3,8,8.3
"1016",1,"MTH","S",14,"Y",3,8,8.6
"1017",1,"Vida","C",12,"N",4,8,7.4
"1018",1,"Vida","F",12,"N",4,8,8
"1019",1,"Berkut","H",12,"N",4,8,NA
"1020",1,"MTH","H",12,"N",4,8,6.1
"1021",1,"MTH","S",12,"N",4,8,8.6
"1022",1,"Berkut","C",14,"N",4,8,9.2
"1023",1,"Hiline","C",14,"N",4,8,NA
"1024",1,"Vida","H",14,"N",4,8,6.8
"1025",1,"Hiline","C",12,"Y",4,8,NA
"1026",1,"MTH","D",12,"Y",4,8,6.8
"1027",1,"Vida","D",12,"Y",4,8,6
"1028",1,"Berkut","F",12,"Y",4,8,NA
"1029",1,"Hiline","H",12,"Y",4,8,8.7
"1030",1,"Hiline","S",12,"Y",4,8,4.3
"1031",1,"Hiline","D",14,"Y",4,8,NA
"1032",1,"Hiline","F",14,"Y",4,8,7
"1033",1,"Vida","F",14,"Y",4,8,4.1
"1034",1,"MTH","S",14,"Y",4,8,4
"1035",1,"Vida","C",12,"N",5,8,7.2
"1036",1,"Hiline","D",12,"N",5,8,9.4
"1037",1,"Vida","F",12,"N",5,8,NA
"1038",1,"Berkut","H",12,"N",5,8,8
"1039",1,"Berkut","S",12,"N",5,8,8.9
"1040",1,"Vida","S",12,"N",5,8,9.1
"1041",1,"Hiline","C",12,"Y",5,8,NA
"1042",1,"MTH","F",12,"Y",5,8,3.6
"1043",1,"Vida","H",12,"Y",5,8,5.5
"1044",1,"Hiline","S",12,"Y",5,8,3.9
"1045",1,"Hiline","D",14,"Y",5,8,3.4
"1046",1,"Vida","F",14,"Y",5,8,7.2
"1047",1,"Vida","F",12,"N",1,9,8.6
"1048",1,"MTH","H",12,"N",1,9,5.5
"1049",1,"Vida","D",14,"N",1,9,6.8
"1050",1,"Hiline","C",12,"Y",1,9,6.9
"1051",1,"Vida","D",12,"Y",1,9,NA
"1052",1,"MTH","F",12,"Y",1,9,3.5
"1053",1,"Vida","C",14,"Y",1,9,NA
"1054",1,"Hiline","F",14,"Y",1,9,NA
"1055",1,"Berkut","S",14,"Y",1,9,NA
"1056",1,"MTH","S",14,"Y",1,9,3.7
"1057",1,"Berkut","S",12,"N",2,9,NA
"1058",1,"Vida","S",12,"N",2,9,9.2
"1059",1,"Vida","D",14,"N",2,9,8.4
"1060",1,"Hiline","H",14,"N",2,9,6.8
"1061",1,"Hiline","C",12,"Y",2,9,NA
"1062",1,"Hiline","F",14,"Y",2,9,NA
"1063",1,"MTH","H",14,"Y",2,9,NA
"1064",1,"Vida","C",12,"N",3,9,NA
"1065",1,"MTH","S",12,"N",3,9,6.6
"1066",1,"Vida","D",14,"N",3,9,NA
"1067",1,"Vida","H",14,"N",3,9,7.3
"1068",1,"Hiline","S",14,"N",3,9,6.8
"1069",1,"Vida","D",12,"Y",3,9,3.7
"1070",1,"Berkut","F",12,"Y",3,9,5
"1071",1,"Vida","H",12,"Y",3,9,6.4
"1072",1,"MTH","C",14,"Y",3,9,NA
"1073",1,"Hiline","D",14,"Y",3,9,NA
"1074",1,"Hiline","F",14,"Y",3,9,3.6
"1075",1,"Vida","F",14,"Y",3,9,4.5
"1076",1,"MTH","S",14,"Y",3,9,3.8
"1077",1,"Vida","C",12,"N",4,9,8.2
"1078",1,"Vida","F",12,"N",4,9,NA
"1079",1,"Berkut","H",12,"N",4,9,NA
"1080",1,"Berkut","C",14,"N",4,9,NA
"1081",1,"Vida","H",14,"N",4,9,7.1
"1082",1,"MTH","D",12,"Y",4,9,3.4
"1083",1,"Berkut","F",12,"Y",4,9,NA
"1084",1,"Hiline","H",12,"Y",4,9,5.5
"1085",1,"Hiline","S",12,"Y",4,9,NA
"1086",1,"Hiline","D",14,"Y",4,9,NA
"1087",1,"Hiline","F",14,"Y",4,9,4.4
